id,recurring_expression,client_id,created_at,start_time,end_time,terminated_time
32f1ebf7-d464-45cb-af90-7195ed5138ae,"{""rrule"": ""DTSTART:20210929T150000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20210929T150000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",2c7461c5fa8e6dd2062d942b45aa5633,2021-09-29,2021-09-29,2021-09-29,
70f73a1c-8f75-48d0-94a1-bcd7d8e761d8,"{""rrule"": ""DTSTART:20210929T154159\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",2c7461c5fa8e6dd2062d942b45aa5633,2021-09-29,2021-09-29,2021-09-29,
d7590e42-7a20-482a-9065-312268483004,"{""rrule"": ""DTSTART:20211013T150000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",2c7461c5fa8e6dd2062d942b45aa5633,2021-10-13,2021-10-13,2021-10-13,
f523ca6b-2bdc-4ebd-adb5-b4137ca51eab,"{""rrule"": ""DTSTART:20211020T110028\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",2c7461c5fa8e6dd2062d942b45aa5633,2021-10-17,2021-10-20,2021-10-20,
9105adcd-cd1e-4cff-9c21-f798e00aed80,"{""rrule"": ""DTSTART:20220118T110028\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",2c7461c5fa8e6dd2062d942b45aa5633,2022-01-16,2022-01-18,2022-01-18,
90616daa-de7e-4e89-b37c-41e89d33785d,"{""rrule"": ""DTSTART:20210613T110028\nRRULE:FREQ=WEEKLY;BYDAY=SU\nEXDATE:20211017T110028,20220116T110028"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",2c7461c5fa8e6dd2062d942b45aa5633,2021-06-11,2021-06-13,,
cee2ece8-9614-4e06-838c-32ac18abc66d,"{""rrule"": ""DTSTART:20191130T092504\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2019-11-28,2019-11-30,2019-11-30,
0327c6c2-f693-4724-b902-abe3f6f0673b,"{""rrule"": ""DTSTART:20191128T092504\nRRULE:FREQ=DAILY;UNTIL=20191203T092503\nEXDATE:20191129T092504"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2019-11-28,2019-11-28,,
e1563564-9a2a-4eec-83fb-c5616225c8dc,"{""rrule"": ""DTSTART:20191128T121932\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2019-11-28,2019-11-28,2019-11-28,
a0f92d77-521f-451e-ac91-7e7d996c258a,"{""rrule"": ""DTSTART:20191203T092504\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2019-12-03,2019-12-03,2019-12-03,
e2e6ae3a-53b9-4e86-a53d-29f6a115bbb8,"{""rrule"": ""DTSTART:20200319T150000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-03-19,2020-03-19,2020-03-19,
f350c9df-3890-486f-9855-09cecf3e5899,"{""rrule"": ""DTSTART:20200319T150000\nRRULE:FREQ=DAILY;COUNT=1;UNTIL=20200319T145959"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-03-19,2020-03-19,2020-03-19,
1be6dd7b-8540-4939-b550-24f68d68769d,"{""rrule"": ""DTSTART:20200106T120000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-01-06,2020-01-06,2020-01-06,
9ba88624-a6d8-4157-a594-85e38d56d394,"{""rrule"": ""DTSTART:20200106T120000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-01-06,2020-01-06,2020-01-06,
f466201d-097c-4d60-ae56-abd1ff8810e7,"{""rrule"": ""DTSTART:20200106T140000\nRRULE:COUNT=1;BYDAY=MO,TH;FREQ=WEEKLY;INTERVAL=1"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-01-06,2020-01-06,2020-01-06,
c9b90156-c5dc-4460-8735-05c3d07c3dfc,"{""rrule"": ""DTSTART:20200220T171934\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-02-19,2020-02-20,2020-02-20,
fc5778f7-8b7c-47c4-9c66-7680c55a995a,"{""rrule"": ""DTSTART:20200225T000000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20200225T000000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-02-24,2020-02-25,2020-02-25,
4514be4a-4f39-4b05-86a2-3174a38e813a,"{""rrule"": ""DTSTART:20200225T082900\nRRULE:COUNT=1;FREQ=WEEKLY;INTERVAL=1;BYDAY=TU"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-03-24,2020-02-25,2020-02-25,
9a3185f8-90ef-46f5-92e9-933dafd814af,"{""rrule"": ""DTSTART:20200225T082900\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20200225T082900"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-02-25,2020-02-25,2020-02-25,
d642bf4f-f930-4373-928e-51590e61895e,"{""rrule"": ""DTSTART:20200327T120130\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2020-03-27,2020-03-27,2020-03-27,
9af173d7-5499-47ff-99d5-a79902dbd4d0,"{""rrule"": ""DTSTART:20200327T162337\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-03-27,2020-03-27,2020-03-27,
a0607cd9-facb-4138-980b-a85c3545c3d3,"{""rrule"": ""DTSTART:20200327T160000\nRRULE:FREQ=DAILY;UNTIL=20200329T235900\nEXDATE:20200327T160000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-03-27,2020-03-27,2020-03-29,
eed8ed83-eb1d-448e-903d-142fddd62475,"{""rrule"": ""DTSTART:20200701T123000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-07-01,2020-07-01,2020-07-01,
8b1ef8e1-03af-4491-a5e3-affe5cd74a03,"{""rrule"": ""DTSTART:20200701T123000\nRRULE:FREQ=DAILY;COUNT=1;UNTIL=20200701T122959"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-07-01,2020-07-01,2020-07-01,
5d6df266-e972-4775-b789-8f421c37f47a,"{""rrule"": ""DTSTART:20200702T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-07-01,2020-07-02,2020-07-02,
82f3144b-64e2-4a5f-ab2d-18bbf1ab0feb,"{""rrule"": ""DTSTART:20200702T140000\nRRULE:FREQ=DAILY;COUNT=1;UNTIL=20200702T135959"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-07-01,2020-07-02,2020-07-02,
afa78400-4e86-42f5-9591-589cd136687e,"{""rrule"": ""DTSTART:20200729T110002\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2020-07-29,2020-07-29,2020-07-29,
f5533cfc-0ab7-4393-a237-410e218d1981,"{""rrule"": ""DTSTART:20200729T100002\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20200729T100002"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2020-07-29,2020-07-29,2020-07-29,
16ac76da-de45-4a66-b097-e49edb5d99c6,"{""rrule"": ""DTSTART:20200901T123000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-09-01,2020-09-01,2020-09-01,
4f36bbd3-d4c3-4fe0-9b5d-330d5996448f,"{""rrule"": ""DTSTART:20200904T110000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-09-04,2020-09-04,2020-09-04,
85da347a-bec6-4e0f-873d-0e4b35e8fb97,"{""rrule"": ""DTSTART:20201006T120000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-10-06,2020-10-06,2020-10-06,
753e9795-638a-4457-8dd0-f7ac22de7bb7,"{""rrule"": ""DTSTART:20201014T150000\nRRULE:FREQ=DAILY;COUNT=1;UNTIL=20201014T145959"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-10-13,2020-10-14,2020-10-14,
d77e07bc-a786-42b2-b703-533209456f8d,"{""rrule"": ""DTSTART:20201014T150000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-10-13,2020-10-14,2020-10-14,
ba45895a-ef5f-421b-aedf-56d150761313,"{""rrule"": ""DTSTART:20201014T150000\nRRULE:FREQ=DAILY;COUNT=1;UNTIL=20201014T145959"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-10-13,2020-10-14,2020-10-14,
3d13cb29-ea0b-40c9-8495-e65d9c98c9ad,"{""rrule"": ""DTSTART:20201015T190010\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-10-14,2020-10-15,2020-10-15,
de900660-8c1d-4ad2-a092-682f2da13a1c,"{""rrule"": ""DTSTART:20201016T150000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2020-10-14,2020-10-16,2020-10-16,
75228f15-b68a-40b4-83d8-4efcad75ed88,"{""rrule"": ""DTSTART:20201015T145700\nRRULE:FREQ=DAILY;COUNT=1;UNTIL=20201015T145659"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2020-10-14,2020-10-15,2020-10-15,
b7fcf6e3-2c53-4e81-bca2-5df54adbf04f,"{""rrule"": ""DTSTART:20201016T210000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-10-14,2020-10-16,2020-10-16,
46026937-ef8e-48f0-b91f-cc6b2bb19c73,"{""rrule"": ""DTSTART:20201117T184009\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20201117T184009"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2020-11-17,2020-11-17,2020-11-17,
0a8ee5d2-ab3c-457f-9af8-603c7ae9e0af,"{""rrule"": ""DTSTART:20201125T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2020-11-25,2020-11-25,2020-11-25,
b71d817d-b6ad-4b41-b183-89f6fce6cd02,"{""rrule"": ""DTSTART:20210114T120000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-01-14,2021-01-14,2021-01-14,
507aed27-c015-44e2-9a87-03bcf483ea9a,"{""rrule"": ""DTSTART:20210301T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-03-01,2021-03-01,2021-03-01,
84f3eea7-6d73-42e6-9618-a141fb4bec51,"{""rrule"": ""DTSTART:20210301T170000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20210301T170000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-03-01,2021-03-01,2021-03-01,
2b31eb82-9ac6-4045-8f7c-7c8ba75a0aea,"{""rrule"": ""DTSTART:20210406T152000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-03-31,2021-04-06,2021-04-06,
5f9da7ff-c7bb-4d08-8a5f-de35663f66e7,"{""rrule"": ""DTSTART:20210501T135025\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": false}",da1850b72fffacad55a49bff669f48c0,2021-05-01,2021-05-01,2021-05-01,
9fd6cec3-db2e-4bcc-a7bb-74ce1d338fdd,"{""rrule"": ""DTSTART:20210624T200000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-06-24,2021-06-24,2021-06-24,
c697f213-c1da-4ea2-af1b-e9392424b11c,"{""rrule"": ""DTSTART:20210625T220000\nRRULE:FREQ=WEEKLY;UNTIL=20210628T215959;BYDAY=MO,TU,WE,TH,FR"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-06-25,2021-06-26,2021-07-31,
467b66fd-5d92-4993-801c-77c5c12c06e7,"{""rrule"": ""DTSTART:20210703T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20210703T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",da1850b72fffacad55a49bff669f48c0,2021-07-01,2021-07-03,2021-07-03,
